Date,AAPL,GLD,MSFT,SPY
2019-11-08,63.1927375793457,137.38999938964844,139.6649932861328,286.8609313964844
2019-11-11,63.693153381347656,137.05999755859375,,286.3131408691406
2019-11-12,63.63484191894531,137.42999267578125,,286.9166564941406
2019-11-13,64.24455261230469,137.97999572753906,,287.00958251953125
2019-11-14,63.80004119873047,138.55999755859375,,287.4273986816406
2019-11-15,64.55792999267578,138.2100067138672,,289.50726318359375
2019-11-18,64.8834228515625,138.6199951171875,,289.7208251953125
2019-11-19,64.6866683959961,138.69000244140625,,289.6373596191406
2019-11-20,63.933631896972656,138.75999450683594,,288.5601501464844
2019-11-21,63.646968841552734,138.0,,288.0959777832031
2019-11-22,63.59112548828125,137.74000549316406,,288.7366027832031
2019-11-25,64.70609283447266,137.0800018310547,,290.9743957519531
2019-11-26,64.2008285522461,137.74000549316406,,291.6336669921875
2019-11-27,65.06319427490234,137.00999450683594,,292.9336242675781
2019-11-29,64.91987609863281,137.86000061035156,,291.8471984863281
2019-12-02,64.16924285888672,137.7899932861328,,289.3680725097656
2019-12-03,63.025108337402344,139.11000061035156,,287.4273986816406
2019-12-04,63.58137893676758,138.9199981689453,143.87510681152344,289.200927734375
2019-12-05,64.51420593261719,139.0,143.95188903808594,289.7208251953125
2019-12-06,65.76036834716797,137.6199951171875,145.69935607910156,292.3671569824219
2019-12-09,64.8397216796875,137.5800018310547,145.3249053955078,291.447998046875
2019-12-10,65.21864318847656,137.97000122070312,145.1040496826172,291.12298583984375
2019-12-11,65.77495574951172,138.9199981689453,145.6513214111328,291.9494323730469
2019-12-12,65.94256591796875,138.42999267578125,147.1299285888672,294.4656982421875
2019-12-13,66.83893585205078,139.0500030517578,148.3685302734375,294.6420593261719
2019-12-16,67.98306274414062,139.0399932861328,149.32862854003906,296.6662902832031
2019-12-17,68.11668395996094,139.00999450683594,148.52212524414062,296.7312927246094
2019-12-18,67.95391082763672,139.02000427246094,148.21487426757812,296.7498474121094
2019-12-19,68.02191162109375,139.3800048828125,149.50143432617188,297.9661865234375
2019-12-20,67.88104248046875,139.52000427246094,151.1336669921875,299.27252197265625
2019-12-23,68.98876190185547,139.9499969482422,151.1336669921875,299.7297668457031
2019-12-24,69.05435180664062,141.27000427246094,151.10484313964844,299.7391357421875
2019-12-26,70.42439270019531,142.3800048828125,152.34341430664062,301.334716796875
2019-12-27,70.39767456054688,142.3300018310547,152.62185668945312,301.2600402832031
2019-12-30,70.81549072265625,142.6300048828125,151.30648803710938,299.5991516113281
2019-12-31,71.3329086303711,142.89999389648438,151.412109375,300.3269958496094
2020-01-02,72.96045684814453,143.9499969482422,154.21566772460938,303.13555908203125
2020-01-03,72.25115203857422,145.86000061035156,152.29544067382812,300.8402099609375
2020-01-06,72.82685852050781,147.38999938964844,152.6890869140625,301.9878845214844
2020-01-07,72.48432922363281,147.97000122070312,151.296875,301.1387634277344
2020-01-08,73.65034484863281,146.86000061035156,153.706787109375,302.74371337890625
2020-01-09,75.2147445678711,146.02999877929688,155.62704467773438,304.7965393066406
2020-01-10,75.384765625,146.91000366210938,154.90695190429688,303.9193420410156
2020-01-13,76.99533081054688,145.82000732421875,156.76959228515625,306.0096130371094
2020-01-14,75.95565032958984,145.69000244140625,155.6654815673828,305.5429992675781
2020-01-15,75.6301498413086,146.5399932861328,156.67359924316406,306.2334899902344
2020-01-16,76.5775146484375,146.30999755859375,159.5443572998047,308.7809143066406
2020-01-17,77.42530059814453,146.5800018310547,160.4373016357422,309.7419738769531
2020-01-21,76.90058898925781,146.74000549316406,159.8612060546875,309.1354064941406
2020-01-22,77.17509460449219,146.7899932861328,159.09310913085938,309.1727600097656
2020-01-23,77.54676818847656,147.1199951171875,160.07244873046875,309.5273132324219
2020-01-24,77.32324981689453,,158.4594268798828,306.77471923828125
2020-01-27,75.04956817626953,,155.80947875976562,301.8572692871094
2020-01-28,77.17265319824219,,158.8627166748047,305.02044677734375
2020-01-29,78.78807067871094,,161.33982849121094,304.7685241699219
2020-01-30,78.67388153076172,,165.8907928466797,305.757568359375
2020-01-31,75.18557739257812,,163.44247436523438,300.2057189941406
2020-02-03,74.97911071777344,,167.42706298828125,302.4356994628906
2020-02-04,77.45443725585938,,172.9381561279297,307.0452575683594
2020-02-05,78.08602905273438,,172.72691345214844,310.59100341796875
2020-02-06,78.99939727783203,,176.3082275390625,311.6361083984375
2020-02-07,77.92558288574219,,176.5578155517578,309.97528076171875
2020-02-10,78.29570007324219,,181.17605590820312,312.2893371582031
2020-02-11,77.82331848144531,,177.08592224121094,312.8305358886719
2020-02-12,79.67144012451172,,177.3451690673828,314.8460388183594
2020-02-13,79.1041030883789,,176.38499450683594,314.5100402832031
2020-02-14,79.12358856201172,149.0,177.9596405029297,315.013916015625
2020-02-18,77.67479705810547,150.91000366210938,179.76466369628906,314.2021484375
2020-02-19,78.79975128173828,151.7899932861328,180.3037872314453,315.704345703125
2020-02-20,77.99131774902344,152.41000366210938,177.55032348632812,314.4074401855469
2020-02-21,76.22601318359375,154.6999969482422,171.93748474121094,311.1695556640625
2020-02-24,72.60523986816406,156.08999633789062,164.52432250976562,300.8495178222656
2020-02-25,70.14593505859375,153.3000030517578,161.80938720703125,291.73309326171875
2020-02-26,71.25872039794922,153.97000122070312,163.8311309814453,290.6601257324219
2020-02-27,66.60065460205078,154.0,152.28778076171875,277.60601806640625
2020-02-28,66.56168365478516,148.3800048828125,155.97512817382812,276.4396667480469
2020-03-02,72.75862884521484,149.1999969482422,166.35353088378906,288.4112854003906
2020-03-03,70.4478759765625,153.88999938964844,158.38197326660156,280.1534118652344
2020-03-04,73.71556091308594,154.16000366210938,164.19699096679688,291.9290771484375
2020-03-05,71.3244400024414,157.49000549316406,160.07643127441406,282.224853515625
2020-03-06,70.37726593017578,157.5500030517578,155.55149841308594,277.5593566894531
2020-03-09,64.81098937988281,157.80999755859375,145.00938415527344,255.88351440429688
2020-03-10,69.47874450683594,154.47999572753906,154.9257049560547,269.12420654296875
2020-03-11,67.06573486328125,153.92999267578125,147.90728759765625,256.0047607421875
2020-03-12,60.44268035888672,147.7899932861328,133.8800048828125,231.51097106933594
2020-03-13,67.68418884277344,143.27999877929688,152.91354370117188,251.30201721191406
2020-03-16,58.976837158203125,141.63999938964844,130.37559509277344,223.80357360839844
2020-03-17,61.5700569152832,143.55999755859375,141.11029052734375,235.88722229003906
2020-03-18,60.06281661987305,140.6999969482422,135.1700897216797,223.94357299804688
2020-03-19,59.60261535644531,138.0399932861328,137.39402770996094,224.41943359375
2020-03-20,55.81871795654297,140.11000061035156,132.23370361328125,214.7482452392578
2020-03-23,54.63289260864258,146.3000030517578,130.9147186279297,209.2575225830078
2020-03-24,60.11395263671875,153.39999389648438,142.81431579589844,228.21693420410156
2020-03-25,59.78281021118164,151.3000030517578,141.4472198486328,231.63339233398438
2020-03-26,62.92874526977539,153.24000549316406,150.29489135742188,245.158447265625
2020-03-27,60.323360443115234,152.25,144.12367248535156,237.85623168945312
2020-03-30,62.04487609863281,152.9199981689453,154.2614288330078,245.58074951171875
2020-03-31,61.91824722290039,148.0500030517578,151.83529663085938,241.9202880859375
2020-04-01,58.66029357910156,149.4499969482422,146.4438934326172,231.03268432617188
2020-04-02,59.63914489746094,151.89999389648438,149.47653198242188,236.36386108398438
2020-04-03,58.78204345703125,152.64999389648438,148.09982299804688,232.9474334716797
2020-04-06,63.910030364990234,156.8800048828125,159.11366271972656,248.59359741210938
2020-04-07,63.16981506347656,156.0399932861328,157.3999786376953,248.84701538085938
2020-04-08,64.78663635253906,154.64999389648438,158.97889709472656,257.200439453125
2020-04-09,65.25414276123047,158.69000244140625,158.98851013183594,261.1143798828125
2020-04-13,66.534912109375,161.41000366210938,159.34474182128906,258.7303161621094
2020-04-14,69.89512634277344,162.67999267578125,167.22967529296875,266.361083984375
2020-04-15,69.2571792602539,161.85000610351562,165.4774627685547,260.70135498046875
2020-04-16,69.8074722290039,161.7100067138672,170.4452362060547,261.9591064453125
2020-04-17,68.86029052734375,158.57000732421875,171.94712829589844,269.03607177734375
2020-04-20,67.43096923828125,159.6999969482422,168.53897094726562,264.2961120605469
2020-04-21,65.3466567993164,158.61000061035156,161.5686798095703,256.271240234375
2020-04-22,67.22886657714844,161.72999572753906,167.05636596679688,261.9591064453125
2020-04-23,66.96833801269531,163.33999633789062,165.0345916748047,261.94024658203125
2020-04-24,68.90165710449219,162.63999938964844,168.0479736328125,265.5914001464844
2020-04-27,68.95039367675781,161.55999755859375,167.56663513183594,269.4207763671875
2020-04-28,67.83272552490234,160.83999633789062,163.48455810546875,268.181884765625
2020-04-29,70.06071472167969,161.72999572753906,170.82070922851562,275.2025146484375
2020-04-30,71.53871154785156,158.8000030517578,172.53443908691406,272.6401672363281
2020-05-01,70.38699340820312,159.77999877929688,168.06727600097656,265.4224853515625
2020-05-04,71.38289642333984,160.33999633789062,172.17819213867188,266.154541015625
2020-05-05,72.45426177978516,161.02000427246094,174.02664184570312,268.6136474609375
2020-05-06,73.20179748535156,158.9499969482422,175.74037170410156,266.79278564453125
2020-05-07,73.95906066894531,161.38999938964844,176.76089477539062,270.0121765136719
2020-05-08,75.71941375732422,160.4199981689453,177.80064392089844,274.4798278808594
2020-05-11,76.91089630126953,159.4199981689453,179.783935546875,274.5361328125
2020-05-12,76.03194427490234,160.0399932861328,175.7114715576172,269.0641784667969
2020-05-13,75.1139144897461,161.5800018310547,173.05429077148438,264.3055419921875
2020-05-14,75.57537078857422,163.00999450683594,173.80526733398438,267.4685974121094
2020-05-15,75.12857055664062,163.92999267578125,176.3372802734375,268.6981506347656
2020-05-18,76.89865112304688,162.69000244140625,178.02212524414062,276.882568359375
2020-05-19,76.45433044433594,164.25999450683594,176.78976440429688,274.03863525390625
2020-05-20,77.94121551513672,164.64999389648438,179.24195861816406,278.6940612792969
2020-05-21,77.3601303100586,162.25,177.0890350341797,276.76995849609375
2020-05-22,77.85820007324219,163.2100067138672,177.166259765625,277.2955322265625
2020-05-26,77.33082580566406,160.88999938964844,175.29335021972656,280.7119140625
2020-05-27,77.66777801513672,161.17999267578125,175.5250244140625,284.8887023925781
2020-05-28,77.70195770263672,161.72000122070312,175.1291961669922,284.3630676269531
2020-05-29,77.62625122070312,162.91000366210938,176.915283203125,285.6302185058594
2020-06-01,78.58090209960938,163.66000366210938,176.5098114013672,286.7846374511719
2020-06-02,78.94469451904297,162.60000610351562,178.51791381835938,289.1592102050781
2020-06-03,79.37928009033203,159.60000610351562,178.9523162841797,293.0074768066406
2020-06-04,78.69564056396484,161.27999877929688,176.5966796875,292.2378845214844
2020-06-05,80.93696594238281,158.00999450683594,180.72872924804688,299.7276916503906
2020-06-08,81.4155044555664,159.72000122070312,181.84864807128906,303.3506774902344
2020-06-09,83.9864501953125,161.25999450683594,183.2388458251953,301.0887451171875
2020-06-10,86.14723205566406,163.57000732421875,190.03549194335938,299.40869140625
2020-06-11,82.01126861572266,162.38999938964844,179.83087158203125,282.1480407714844
2020-06-12,82.71929168701172,162.6199951171875,181.2500762939453,285.5269775390625
2020-06-15,83.74229431152344,162.3300018310547,182.40858459472656,288.19256591796875
2020-06-16,85.96166229248047,162.25,186.87852478027344,293.739501953125
2020-06-17,85.84204864501953,162.55999755859375,187.52537536621094,292.5193786621094
2020-06-18,85.87621307373047,162.24000549316406,189.53347778320312,292.63201904296875
2020-06-19,85.38545989990234,164.02999877929688,188.4038848876953,290.9596862792969
2020-06-22,87.61946868896484,165.08999633789062,193.63653564453125,292.8262023925781
2020-06-23,89.48967742919922,166.47999572753906,194.9302215576172,294.17431640625
2020-06-24,87.91001892089844,165.89999389648438,191.00091552734375,286.6702575683594
2020-06-25,89.07705688476562,165.8000030517578,193.4145050048828,289.7435607910156
2020-06-26,86.34010314941406,166.5399932861328,189.54312133789062,282.8616943359375
2020-06-29,88.32996368408203,166.6300048828125,191.58018493652344,287.0191955566406
2020-06-30,89.06729888916016,167.3699951171875,196.47488403320312,290.69561767578125
2020-07-01,88.89883422851562,166.6199951171875,197.62376403808594,292.73193359375
2020-07-02,88.89883422851562,166.97999572753906,199.12982177734375,294.343994140625
2020-07-06,91.27688598632812,167.97999572753906,203.41635131835938,298.8879089355469
2020-07-07,90.99368286132812,169.0399932861328,201.05105590820312,295.8052062988281
2020-07-08,93.11292266845703,170.08999633789062,205.47274780273438,298.0677185058594
2020-07-09,93.51333618164062,169.6300048828125,206.91122436523438,296.370849609375
2020-07-10,93.67691802978516,169.19000244140625,206.28369140625,299.3970031738281
2020-07-13,93.24478149414062,169.39999389648438,199.91184997558594,296.80450439453125
2020-07-14,94.78782653808594,170.19000244140625,201.14759826660156,300.6507873535156
2020-07-15,95.4397201538086,170.33999633789062,200.8483123779297,303.4128723144531
2020-07-16,94.26532745361328,168.72999572753906,196.87074279785156,302.4136657714844
2020-07-17,94.07489776611328,170.1199951171875,195.86668395996094,303.2903747558594
2020-07-20,96.05741882324219,170.94000244140625,204.28524780273438,305.7414855957031
2020-07-21,94.73168182373047,173.0,201.53378295898438,306.3919982910156
2020-07-22,94.99779510498047,175.6300048828125,204.43008422851562,308.13592529296875
2020-07-23,90.67382049560547,177.17999267578125,195.53842163085938,304.45928955078125
2020-07-24,90.44921875,178.6999969482422,194.34130859375,302.49853515625
2020-07-27,92.59288787841797,182.22999572753906,196.80316162109375,304.7044982910156
2020-07-28,91.07179260253906,183.75,195.0364227294922,302.77191162109375
2020-07-29,92.81752014160156,185.1300048828125,197.0059051513672,306.49566650390625
2020-07-30,93.94060516357422,183.75999450683594,196.85140991210938,305.402099609375
2020-07-31,103.77513122558594,185.42999267578125,197.92306518554688,307.8154296875
2020-08-03,106.38999938964844,185.63999938964844,209.05445861816406,309.9552917480469
2020-08-04,107.1004867553711,189.58999633789062,205.9168243408203,311.152587890625
2020-08-05,107.48870849609375,191.35000610351562,205.57894897460938,313.0851745605469
2020-08-06,111.23890686035156,193.88999938964844,208.87106323242188,315.1779479980469
2020-08-07,108.70980072021484,190.80999755859375,205.1348114013672,315.4042663574219
2020-08-10,110.28987884521484,190.14999389648438,201.05105590820312,316.3470153808594
2020-08-11,107.00987243652344,179.94000244140625,196.34942626953125,313.7356262207031
2020-08-12,110.5662612915039,179.10000610351562,201.9585723876953,318.10992431640625
2020-08-13,112.52302551269531,183.3300018310547,201.48548889160156,317.5347900390625
2020-08-14,112.42274475097656,182.5399932861328,201.67857360839844,317.5442199707031
2020-08-17,112.12921905517578,186.5,203.01089477539062,318.55291748046875
2020-08-18,113.06358337402344,188.17999267578125,204.17904663085938,319.2411804199219
2020-08-19,113.20543670654297,182.24000549316406,202.94033813476562,317.9118957519531
2020-08-20,115.71742248535156,183.5,207.66302490234375,318.9017333984375
2020-08-21,121.68061828613281,182.02999877929688,206.15328979492188,320.03302001953125
2020-08-24,123.13594818115234,181.0,206.8017120361328,323.2760009765625
2020-08-25,122.12577819824219,181.22000122070312,209.49209594726562,324.4071960449219
2020-08-26,123.78655242919922,183.36000061035156,214.0211944580078,327.6595764160156
2020-08-27,122.3067855834961,181.24000549316406,219.2761993408203,328.37603759765625
2020-08-28,122.1086654663086,184.38999938964844,221.53106689453125,330.49713134765625
2020-08-31,126.24964904785156,184.8300018310547,218.26002502441406,329.29986572265625
2020-09-01,131.2785186767578,185.0500030517578,219.94393920898438,332.4013977050781
2020-09-02,128.55862426757812,182.6199951171875,224.1827392578125,337.20928955078125
2020-09-03,118.2660903930664,181.13999938964844,210.29531860351562,325.6044616699219
2020-09-04,118.34434509277344,181.63999938964844,207.34365844726562,322.9459533691406
2020-09-08,110.3803939819336,181.2899932861328,196.12725830078125,314.1221618652344
2020-09-09,114.78306579589844,183.0500030517578,204.47906494140625,320.3252868652344
2020-09-10,111.035888671875,182.4600067138672,198.74990844726562,314.7632141113281
2020-09-11,109.57811737060547,182.4499969482422,197.4530792236328,314.9234619140625
2020-09-14,112.8654556274414,183.88999938964844,198.78857421875,319.0714416503906
2020-09-15,113.04157257080078,183.4499969482422,202.0499725341797,320.6834716796875
2020-09-16,109.70530700683594,183.97000122070312,198.44024658203125,319.4107971191406
2020-09-17,107.95399475097656,182.9600067138672,196.3691864013672,316.60150146484375
2020-09-18,104.52969360351562,183.1999969482422,193.93043518066406,312.95660400390625
2020-09-21,107.69962310791016,179.52000427246094,196.01109313964844,309.47344970703125
2020-09-22,109.3922119140625,178.64999389648438,200.73374938964844,312.62530517578125
2020-09-23,104.80362701416016,174.7899932861328,194.1239776611328,305.375244140625
2020-09-24,105.87985229492188,175.44000244140625,196.64016723632812,306.189208984375
2020-09-25,109.85205078125,174.94000244140625,201.1209259033203,311.1393127441406
2020-09-28,112.47410583496094,176.6999969482422,202.68870544433594,316.30712890625
2020-09-29,111.62290954589844,178.19000244140625,200.5789337158203,314.5845642089844
2020-09-30,113.30572509765625,177.1199951171875,203.55001831054688,316.9697570800781
2020-10-01,114.26453399658203,178.6999969482422,205.611328125,319.0046691894531
2020-10-02,110.57605743408203,178.5399932861328,199.54345703125,315.9759216308594
2020-10-05,113.98078918457031,179.41000366210938,203.59841918945312,321.5791015625
2020-10-06,110.71302032470703,177.3000030517578,199.27249145507812,317.007568359375
2020-10-07,112.59150695800781,177.22000122070312,203.06613159179688,322.52557373046875
2020-10-08,112.4839096069336,177.85000610351562,203.79197692871094,325.384033203125
2020-10-09,114.44063568115234,181.0800018310547,208.85336303710938,328.2896728515625
2020-10-12,121.70996856689453,180.55999755859375,214.26316833496094,333.5710754394531
2020-10-13,118.48133087158203,177.72000122070312,215.6761016845703,331.3941955566406
2020-10-14,118.56939697265625,178.27000427246094,213.74058532714844,329.3119201660156
2020-10-15,118.09976196289062,178.9199981689453,212.5792694091797,328.9049072265625
2020-10-16,116.4463119506836,178.3000030517578,212.5792694091797,328.70611572265625
2020-10-19,113.47203826904297,178.38999938964844,207.31463623046875,323.708740234375
2020-10-20,114.96896362304688,179.25,207.73077392578125,325.00543212890625
2020-10-21,114.34280395507812,180.60000610351562,207.8759002685547,324.39019775390625
2020-10-22,113.24703216552734,178.8300018310547,207.96302795410156,326.1695861816406
2020-10-23,112.5523681640625,178.63999938964844,209.2598419189453,327.2769775390625
2020-10-26,112.5621566772461,178.5500030517578,203.3080596923828,321.2288513183594
2020-10-27,114.07862091064453,179.02000427246094,206.3759307861328,320.1214904785156
2020-10-28,108.79540252685547,176.1300048828125,196.14659118652344,309.1800842285156
2020-10-29,112.8263168334961,175.39999389648438,198.120849609375,312.32244873046875
2020-10-30,106.50601196289062,176.1999969482422,195.943359375,309.06658935546875
2020-11-02,106.41796875,177.91000366210938,195.8079071044922,312.5306396484375
2020-11-03,108.0518569946289,178.9199981689453,199.77572631835938,318.0487365722656
2020-11-04,112.46430969238281,178.82000732421875,209.41465759277344,325.1568298339844
2020-11-05,116.45610809326172,182.92999267578125,216.09225463867188,331.4983215332031
2020-11-06,116.32380676269531,183.19000244140625,216.5083770751953,331.42254638671875
2020-11-09,114.00102996826172,175.0800018310547,211.3502197265625,335.5871276855469
2020-11-10,113.65802001953125,175.66000366210938,204.20806884765625,335.0949401855469
2020-11-11,117.10782623291016,174.89999389648438,209.56948852539062,337.58428955078125
2020-11-12,116.83341979980469,175.9600067138672,208.49526977539062,334.309326171875
2020-11-13,116.88243103027344,177.16000366210938,209.53079223632812,338.9376525878906
2020-11-16,117.90169525146484,177.14999389648438,210.22760009765625,343.16851806640625
2020-11-17,117.00983428955078,176.5,207.54690551757812,341.3229064941406
2020-11-18,115.67694091796875,175.49000549316406,204.81065368652344,337.2150573730469
2020-11-19,116.2747802734375,175.16000366210938,206.11083984375,338.6348571777344
2020-11-20,115.00070190429688,175.69000244140625,204.14114379882812,336.3159484863281
2020-11-23,111.58028411865234,172.22999572753906,203.86947631835938,338.33197021484375
2020-11-24,112.87395477294922,169.58999633789062,207.5081024169922,343.7837219238281
2020-11-25,113.716796875,169.50999450683594,207.51776123046875,343.25372314453125
2020-11-27,114.2656478881836,167.7899932861328,208.83737182617188,344.20965576171875
2020-11-30,116.6766128540039,166.6699981689453,207.7118377685547,342.68585205078125
2020-12-01,120.27342987060547,170.17999267578125,209.78826904296875,346.4338684082031
2020-12-02,120.62627410888672,171.4600067138672,208.9732208251953,347.1626892089844
2020-12-03,120.48907470703125,172.80999755859375,207.87680053710938,347.0680236816406
2020-12-04,119.81280517578125,172.32000732421875,207.99322509765625,350.0589599609375
2020-12-07,121.28290557861328,174.88999938964844,207.92530822753906,349.3396301269531
2020-12-08,121.90035247802734,175.5,209.59417724609375,350.36187744140625
2020-12-09,119.35218048095703,172.5,205.50926208496094,347.2195129394531
2020-12-10,120.78306579589844,172.1699981689453,204.26727294921875,347.10589599609375
2020-12-11,119.9696273803711,172.49000549316406,206.9259033203125,346.698974609375
2020-12-14,119.35218048095703,171.5399932861328,207.83798217773438,345.14666748046875
2020-12-15,125.3305892944336,173.94000244140625,207.7700653076172,349.8127746582031
2020-12-16,125.261962890625,174.89999389648438,212.76708984375,350.36187744140625
2020-12-17,126.13421630859375,176.74000549316406,212.90292358398438,352.32098388671875
2020-12-18,124.1349105834961,176.44000244140625,212.09756469726562,350.9142761230469
2020-12-21,125.67359924316406,175.8800048828125,215.978759765625,349.6595764160156
2020-12-22,129.2508087158203,174.49000549316406,217.28868103027344,349.0702209472656
2020-12-23,128.34918212890625,175.64999389648438,214.45541381835938,349.38397216796875
2020-12-24,129.3390655517578,176.35000610351562,216.13401794433594,350.7431945800781
2020-12-28,133.9649658203125,175.7100067138672,218.2783966064453,353.7563171386719
2020-12-29,132.18121337890625,176.35000610351562,217.49241638183594,353.0814514160156
2020-12-30,131.05413818359375,177.6999969482422,215.09579467773438,353.5852355957031
2020-12-31,130.044677734375,178.36000061035156,215.81382751464844,355.3817138671875
2021-01-04,126.83006286621094,182.3300018310547,211.22433471679688,350.54364013671875
2021-01-05,128.39816284179688,182.8699951171875,211.4280548095703,352.9578857421875
2021-01-06,124.07610321044922,179.89999389648438,205.94586181640625,355.0680847167969
2021-01-07,128.30995178222656,179.47999572753906,211.80650329589844,360.3434753417969
2021-01-08,129.4174346923828,173.33999633789062,213.09698486328125,362.3965759277344
2021-01-11,126.40862274169922,173.0,211.0302276611328,359.9537658691406
