Date,SPY,GLD
2010-01-01,,
2010-01-04,113.33,109.8
2010-01-05,113.63,109.7
2010-01-06,113.71,111.51
2010-01-07,114.19,110.82
2010-01-08,114.57,111.37
2010-01-11,114.73,112.85
2010-01-12,113.66,110.49
2010-01-13,114.62,111.54
2010-01-14,114.93,112.03
2010-01-15,113.64,110.86
2010-01-18,,
2010-01-19,115.06,111.52
2010-01-20,113.89,108.94
2010-01-21,111.7,107.37
2010-01-22,109.21,107.17
2010-01-25,109.77,107.48
2010-01-26,109.31,107.56
2010-01-27,109.83,106.528
2010-01-28,108.57,106.48
2010-01-29,107.39,105.96
2010-02-01,109.06,108.35
2010-02-02,110.38,109.13
2010-02-03,109.83,108.7
2010-02-04,106.44,104.37
2010-02-05,106.66,104.68
2010-02-08,105.89,104.04
2010-02-09,107.22,105.41
2010-02-10,107.01,105.12
2010-02-11,108.13,107.13
2010-02-12,108.04,107.04
2010-02-15,,
2010-02-16,109.74,109.62
2010-02-17,110.26,109.25
2010-02-18,110.91,109.98
2010-02-19,111.14,109.47
2010-02-22,111.16,109.07
2010-02-23,109.81,107.89
2010-02-24,110.82,107.36
2010-02-25,110.67,108.31
2010-02-26,110.74,109.43
2010-03-01,111.89,109.43
2010-03-02,112.2,111.02
2010-03-03,112.3,111.63
2010-03-04,112.641,110.83
2010-03-05,114.25,110.81
2010-03-08,114.27,109.88
2010-03-09,114.46,109.718
2010-03-10,114.97,108.47
2010-03-11,115.45,108.6
2010-03-12,115.46,107.95
2010-03-15,115.49,108.36
2010-03-16,116.41,110.4
2010-03-17,117.1,109.59
2010-03-18,117.0375,110.34
2010-03-19,115.97,108.28
2010-03-22,116.5925,107.75
2010-03-23,117.41,108.32
2010-03-24,116.84,106.3
2010-03-25,116.65,106.78
2010-03-26,116.582,108.59
2010-03-29,117.32,108.75
2010-03-30,117.4,107.97
2010-03-31,117.0,108.95
2010-04-01,117.8,110.26
2010-04-02,,
2010-04-05,118.76,110.89
2010-04-06,119.04,111.03
2010-04-07,118.36,112.49
2010-04-08,118.7725,112.65
2010-04-09,119.55,113.64
2010-04-12,119.74,113.01
2010-04-13,119.83,112.69
2010-04-14,121.19,113.03
2010-04-15,121.29,113.65
2010-04-16,119.36,111.24
2010-04-19,119.81,111.15
2010-04-20,120.88,111.46
2010-04-21,120.66,112.31
2010-04-22,121.02,111.84
2010-04-23,121.8125,113.19
2010-04-26,121.35,112.75
2010-04-27,118.48,114.63
2010-04-28,119.38,114.31
2010-04-29,120.8575,114.28
2010-04-30,118.8125,115.36
2010-05-03,120.35,115.73
2010-05-04,117.52,114.87
2010-05-05,116.82,115.09
2010-05-06,112.942,118.486
2010-05-07,111.26,118.27
2010-05-10,116.16,117.57
2010-05-11,115.83,120.656
2010-05-12,117.45,121.4
2010-05-13,115.99,120.56
2010-05-14,113.89,120.37
2010-05-17,113.95,119.36
2010-05-18,112.4,119.49
2010-05-19,111.76,116.63
2010-05-20,107.54,115.84
2010-05-21,109.115,115.22
2010-05-24,107.71,116.84
2010-05-25,107.818,117.36
2010-05-26,107.17,118.470001
2010-05-27,110.76,118.69
2010-05-28,109.369,118.881
2010-05-31,,
2010-06-01,107.53,119.91
2010-06-02,110.33,119.78
2010-06-03,110.71,117.96
2010-06-04,106.82,119.19
2010-06-07,105.49,121.49
2010-06-08,106.62,121.0025
2010-06-09,106.05,120.56
2010-06-10,109.15,118.975
2010-06-11,109.68,120.01
2010-06-14,109.509,119.6
2010-06-15,112.0,120.99
2010-06-16,111.96,120.33
2010-06-17,112.14,121.9
2010-06-18,111.729,122.83
2010-06-21,111.41,120.39
2010-06-22,109.57,121.45
2010-06-23,109.23,120.95
2010-06-24,107.42,121.3
2010-06-25,107.8675,122.76
2010-06-28,107.53,121.09
2010-06-29,104.21,121.27
2010-06-30,103.22,121.68
2010-07-01,102.76,117.04
2010-07-02,102.2,118.49
2010-07-05,,
2010-07-06,102.87,116.51
2010-07-07,106.1075,117.73
2010-07-08,107.16,117.21
2010-07-09,107.96,118.36
2010-07-12,108.03,117.34
2010-07-13,109.66,118.36
2010-07-14,109.651,118.3
2010-07-15,109.68,118.23
2010-07-16,106.66,116.67
2010-07-19,107.29,115.73
2010-07-20,108.48,116.65
2010-07-21,107.07,115.85
2010-07-22,109.461,116.863
2010-07-23,110.41,116.09
2010-07-26,111.56,115.52
2010-07-27,111.55,113.51
2010-07-28,110.83,113.78
2010-07-29,110.29,114.288
2010-07-30,110.27,115.49
2010-08-02,112.76,115.54
2010-08-03,112.22,115.99
2010-08-04,112.97,116.72
2010-08-05,112.85,116.98
2010-08-06,112.392,117.84
2010-08-09,112.992,117.4
2010-08-10,112.375,117.73
2010-08-11,109.3,117.34
2010-08-12,108.63,118.77
2010-08-13,108.31,118.74
2010-08-16,108.26,119.73
2010-08-17,109.59,119.75
2010-08-18,109.79,120.22
2010-08-19,107.88,120.39
2010-08-20,107.53,119.97
2010-08-23,107.1236,119.78
2010-08-24,105.53,120.36
2010-08-25,105.94,121.36
2010-08-26,105.23,120.96
2010-08-27,106.86,121.01
2010-08-30,105.311,120.91
2010-08-31,105.31,122.08
2010-09-01,108.46,121.69
2010-09-02,109.47,122.29
2010-09-03,110.89,121.86
2010-09-06,,
2010-09-07,109.64,122.7
2010-09-08,110.41,122.71
2010-09-09,110.919998,121.56
2010-09-10,111.482,121.73
2010-09-13,112.72,121.62
2010-09-14,112.65,124.024
2010-09-15,113.08,123.94
2010-09-16,113.05,124.63
2010-09-17,112.49,124.5425
2010-09-20,114.21,124.87
2010-09-21,113.98,126.01
2010-09-22,113.42,126.2
2010-09-23,112.498,126.3
2010-09-24,114.82,126.69
2010-09-27,114.27,126.72
2010-09-28,114.67,127.85
2010-09-29,114.47,127.95
2010-09-30,114.13,127.91
2010-10-01,114.61,128.91
2010-10-04,113.75,128.46
2010-10-05,116.04,130.99
2010-10-06,116.03,131.81
2010-10-07,115.89,130.37
2010-10-08,116.5375,131.66
2010-10-11,116.65,132.292
2010-10-12,117.01,131.96
2010-10-13,117.92,134.07
2010-10-14,117.46,134.75
2010-10-15,117.7,133.68
2010-10-18,118.28,134.28
2010-10-19,116.73,130.11
2010-10-20,117.87,131.32
2010-10-21,118.13,129.47
2010-10-22,118.347,129.73
2010-10-25,118.7,130.85
2010-10-26,118.72,130.88
2010-10-27,118.38,129.52
2010-10-28,118.4,131.24
2010-10-29,118.49,132.62
2010-11-01,118.53,131.92
2010-11-02,119.475,132.49
2010-11-03,119.95,131.57
2010-11-04,122.26,136.03
2010-11-05,122.725,136.38
2010-11-08,122.49,137.78
2010-11-09,121.61,135.59
2010-11-10,122.1,137.24
2010-11-11,121.635,137.66
2010-11-12,120.198,133.69
2010-11-15,120.03,132.42
2010-11-16,118.16,130.968
2010-11-17,118.218,130.38
2010-11-18,119.9575,132.088
2010-11-19,120.29,132.2
2010-11-22,120.19,133.48
2010-11-23,118.4475,134.41
2010-11-24,120.2,134.18
2010-11-25,,
2010-11-26,119.29,132.82
2010-11-29,119.162,133.508
2010-11-30,118.4925,135.42
2010-12-01,121.01,135.38
2010-12-02,122.56,135.2
2010-12-03,122.89,138.07
2010-12-06,122.76,139.11
2010-12-07,122.83,136.5
2010-12-08,123.28,134.79
2010-12-09,123.76,135.37
2010-12-10,124.48,135.408
2010-12-13,124.56,136.05
2010-12-14,124.67,136.18
2010-12-15,124.098,134.7
2010-12-16,124.82,133.81
2010-12-17,124.3,134.2
2010-12-20,124.6,135.11
2010-12-21,125.39,135.32
2010-12-22,125.78,135.05
2010-12-23,125.6,134.66
2010-12-24,,
2010-12-27,125.65,135.02
2010-12-28,125.83,137.22
2010-12-29,125.92,137.71
2010-12-30,125.72,137.03
2010-12-31,125.75,138.72
2011-01-03,127.05,138.0
2011-01-04,126.98,134.75
2011-01-05,127.64,134.37
2011-01-06,127.39,133.83
2011-01-07,127.14,133.58
2011-01-10,126.98,134.12
2011-01-11,127.43,134.91
2011-01-12,128.58,135.46
2011-01-13,128.3675,134.05
2011-01-14,129.3,132.69
2011-01-17,,
2011-01-18,129.52,133.43
2011-01-19,128.25,133.72
2011-01-20,128.08,131.2
2011-01-21,128.37,131.03
2011-01-24,129.1,130.36
2011-01-25,129.17,130.1
2011-01-26,129.67,131.16
2011-01-27,129.99,127.925
2011-01-28,127.72,130.28
2011-01-31,128.68,129.87
2011-02-01,130.74,130.8
2011-02-02,130.485,130.45
2011-02-03,130.78,132.2
2011-02-04,131.15,131.66
2011-02-07,131.97,131.68
2011-02-08,132.57,133.14
2011-02-09,132.269,133.07
2011-02-10,132.321,132.85
2011-02-11,133.11,132.3225
2011-02-14,133.43,132.95
2011-02-15,133.01,133.97
2011-02-16,133.85,134.1
2011-02-17,134.25,135.04
2011-02-18,134.53,135.41
2011-02-21,,
2011-02-22,131.83,136.29
2011-02-23,131.02,137.51
2011-02-24,130.93,136.48
2011-02-25,132.33,137.384
2011-02-28,133.15,137.661
2011-03-01,130.93,140.03
2011-03-02,131.21,139.917
2011-03-03,133.47,138.09
2011-03-04,132.47,139.35
2011-03-07,131.43,139.721
2011-03-08,132.58,139.36
2011-03-09,132.39,139.41
2011-03-10,129.9375,137.77
2011-03-11,130.84,138.22
2011-03-14,130.05,138.86
2011-03-15,128.56,136.27
2011-03-16,126.175,136.24
2011-03-17,127.85,136.97
2011-03-18,127.76,138.37
2011-03-21,129.74,139.14
2011-03-22,129.29,139.05
2011-03-23,129.66,140.34
2011-03-24,130.9,139.22
2011-03-25,131.3,139.26
2011-03-28,130.98,138.54
2011-03-29,131.86,138.21
2011-03-30,132.77,138.67
2011-03-31,132.59,139.86
2011-04-01,133.15,139.19
2011-04-04,133.26,139.84
2011-04-05,133.24,142.05
2011-04-06,133.66,142.38
2011-04-07,133.32,142.51
2011-04-08,132.86,143.66
2011-04-11,132.46,142.64
2011-04-12,131.47,141.61
2011-04-13,131.46,141.9
2011-04-14,131.56,143.81
2011-04-15,132.04,145.05
2011-04-18,130.56,145.93
2011-04-19,131.31,145.93
2011-04-20,133.1,146.5
2011-04-21,133.78,146.74
2011-04-22,,
2011-04-25,133.64,146.87
2011-04-26,134.791,146.38
2011-04-27,135.67,149.2
2011-04-28,136.11,149.82
2011-04-29,136.43,152.37
2011-05-02,136.22,150.414
2011-05-03,135.73,149.88
2011-05-04,134.83,147.73
2011-05-05,133.61,143.47
2011-05-06,134.2,145.3
2011-05-09,134.72,147.38
2011-05-10,135.87,147.9
2011-05-11,134.44,146.54
2011-05-12,135.08,146.59
2011-05-13,134.04,145.63
2011-05-16,133.19,145.37
2011-05-17,133.17,144.74
2011-05-18,134.36,145.6
2011-05-19,134.68,145.65
2011-05-20,133.61,147.49
2011-05-23,132.06,147.83
2011-05-24,131.95,148.59
2011-05-25,132.39,148.58
2011-05-26,133.0,148.22
2011-05-27,133.51,149.7
2011-05-30,,
2011-05-31,134.9,149.64
2011-06-01,131.87,149.91
2011-06-02,131.73,149.5
2011-06-03,130.42,150.22
2011-06-06,129.045,150.48
2011-06-07,128.96,150.42
2011-06-08,128.42,149.81
2011-06-09,129.4,150.56
2011-06-10,127.6,149.24
2011-06-13,127.7,147.77
2011-06-14,129.32,148.67
2011-06-15,127.02,149.12
2011-06-16,127.3,148.97
2011-06-17,127.05,149.94
2011-06-20,127.7,150.03
2011-06-21,129.45,150.76
2011-06-22,128.67,150.99
2011-06-23,128.301,148.339
2011-06-24,126.81,146.26
2011-06-27,127.94,145.73
2011-06-28,129.61,146.24
2011-06-29,130.72,147.18
2011-06-30,131.97,146.001
2011-07-01,133.92,144.93
2011-07-04,,
2011-07-05,133.81,147.63
2011-07-06,133.97,148.91
2011-07-07,135.36,149.15
2011-07-08,134.4,150.25
2011-07-11,131.97,151.59
2011-07-12,131.4,152.77
2011-07-13,131.84,154.14
2011-07-14,130.93,154.54
2011-07-15,131.69,155.2
2011-07-18,130.61,156.57
2011-07-19,132.73,154.66
2011-07-20,132.65,156.02
2011-07-21,134.49,154.83
2011-07-22,134.58,156.12
2011-07-25,133.83,157.34
2011-07-26,133.33,157.77
2011-07-27,130.6,157.19
2011-07-28,130.22,157.32
2011-07-29,129.33,158.29
2011-08-01,128.78,157.72
2011-08-02,125.49,161.52
2011-08-03,126.17,161.49
2011-08-04,120.26,160.64
2011-08-05,120.08,161.75
2011-08-08,112.26,167.119
2011-08-09,117.48,168.61
2011-08-10,112.29,174.58
2011-08-11,117.33,170.75
2011-08-12,118.12,169.97
2011-08-15,120.62,171.8
2011-08-16,119.59,173.92
2011-08-17,119.67,174.42
2011-08-18,114.51,177.72
2011-08-19,112.64,179.95
2011-08-22,112.73,184.59
2011-08-23,116.44,177.67
2011-08-24,118.08,171.646
2011-08-25,116.28,172.36
2011-08-26,117.97,177.47
2011-08-29,121.36,173.89
2011-08-30,121.68,179.1
2011-08-31,122.22,177.72
2011-09-01,120.94,177.87
2011-09-02,117.85,183.238
2011-09-05,,
2011-09-06,116.99,182.9
2011-09-07,120.29,177.08
2011-09-08,119.04,181.81
2011-09-09,115.92,180.7
2011-09-12,116.67,176.67
2011-09-13,117.74,178.54
2011-09-14,119.37,177.21
2011-09-15,121.43,174.4
2011-09-16,121.521,176.03
2011-09-19,120.31,173.31
2011-09-20,120.17,175.78
2011-09-21,116.63,173.59
2011-09-22,112.86,169.05
2011-09-23,113.54,159.8
2011-09-26,116.24,157.58
2011-09-27,117.54,160.63
2011-09-28,115.145,156.22
2011-09-29,116.05,157.7
2011-09-30,113.15,158.06
2011-10-03,109.93,160.96
2011-10-04,112.34,157.644
2011-10-05,114.42,159.46
2011-10-06,116.49,160.49
2011-10-07,115.71,159.18
2011-10-10,119.58,163.266
2011-10-11,119.7,162.1
2011-10-12,120.75,163.26
2011-10-13,120.51,162.3
2011-10-14,122.57,163.4
2011-10-17,120.23,162.62
2011-10-18,122.58,161.84
2011-10-19,121.13,159.87
2011-10-20,121.66,157.77
2011-10-21,123.97,159.52
2011-10-24,125.49,161.02
2011-10-25,123.049,165.59
2011-10-26,124.3,167.4
2011-10-27,128.63,169.55
2011-10-28,128.6,169.62
2011-10-31,125.5,167.34
2011-11-01,122.002,167.38
2011-11-02,123.99,169.06
2011-11-03,126.25,171.72
2011-11-04,125.481,170.85
2011-11-07,126.26,174.98
2011-11-08,127.88,173.53
2011-11-09,123.161,172.07
2011-11-10,124.32,171.14
2011-11-11,126.66,173.96
2011-11-14,125.46,173.2
2011-11-15,126.083,173.36
2011-11-16,124.08,171.51
2011-11-17,122.105,167.1
2011-11-18,121.979,167.62
2011-11-21,119.661,163.5
2011-11-22,119.19,165.31
2011-11-23,116.56,164.83
2011-11-24,,
2011-11-25,116.34,163.4
2011-11-28,119.71,166.63
2011-11-29,120.05,166.88
2011-11-30,124.99,170.13
2011-12-01,124.97,169.63
2011-12-02,124.86,169.82
2011-12-05,126.22,167.32
2011-12-06,126.26,168.18
2011-12-07,126.73,169.4
2011-12-08,123.95,165.976
2011-12-09,126.05,166.4
2011-12-12,124.21,161.99
2011-12-13,123.05,158.45
2011-12-14,121.74,152.89
2011-12-15,122.185,152.33
2011-12-16,121.59,155.23
